PassengerId,CryoSleep,Cabin,Destination,Age,VIP,RoomService,Spa,VRDeck,Name,HomePlanet_Europa,HomePlanet_Mars
0011_01,False,F/2/P,TRAPPIST-1e,0.35443037974683544,False,0.000558386263697913,8.925383791503035e-05,0.0002900592549620851,Elle Bertsontry,False,False
0012_01,False,G/734/S,TRAPPIST-1e,0.3924050632911392,False,0.002233545054791652,0.0,0.0,Justie Pooles,False,False
0014_01,False,F/3/P,55 Cancri e,0.34177215189873417,False,0.08976059188943952,0.0,0.0,Flats Eccle,False,True
0015_01,False,F/4/P,55 Cancri e,0.3037974683544304,False,0.0,0.0,0.026395392201549746,Carry Hughriend,False,False
0016_01,True,F/5/P,TRAPPIST-1e,0.569620253164557,False,0.0,0.0,0.0,Alus Upead,False,True
0017_01,False,G/0/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,Lyde Brighttt,False,False
0017_02,False,F/6/P,55 Cancri e,0.17721518987341772,False,0.02875689258044252,0.0,0.028135747731322255,Philda Brighttt,False,False
0020_01,True,E/0/S,TRAPPIST-1e,0.012658227848101266,False,0.0,0.0,0.0,Almary Brantuarez,False,False
0020_02,True,E/0/S,55 Cancri e,0.620253164556962,False,0.0,0.0,0.0,Glendy Brantuarez,False,False
0020_03,True,E/0/S,55 Cancri e,0.3670886075949367,False,0.0,0.0,0.0,Mollen Mcfaddennon,False,False
0020_04,False,E/0/S,TRAPPIST-1e,0.12658227848101267,False,0.0,0.0,0.0,Breney Jacostanley,False,False
0020_05,True,E/0/S,PSO J318.5-22,0.012658227848101266,False,0.015682809903064355,0.0,0.0,Mael Brantuarez,False,False
0020_06,False,E/0/S,TRAPPIST-1e,0.08860759493670886,False,0.0,0.0,0.0,Terta Mcfaddennon,False,False
0022_01,False,D/0/P,TRAPPIST-1e,0.26582278481012656,False,0.06840231730299434,0.0,0.0,Alraium Disivering,False,True
0024_01,True,C/2/S,TRAPPIST-1e,0.7848101265822784,False,0.0,0.0,0.0,Penton Fullided,True,False
0025_01,False,F/6/S,TRAPPIST-1e,0.18987341772151897,False,0.0,0.044537665119600146,0.0,Karard Brookenson,False,False
0026_01,False,C/0/P,55 Cancri e,0.43037974683544306,False,0.0015355622251692607,0.06417350946090682,0.013591347946794846,Anyoni Unconary,True,False
0028_01,False,F/8/P,TRAPPIST-1e,0.5443037974683544,False,0.07852306833251901,0.0021420921099607284,0.0,Ceros Mare,False,True
0030_01,False,G/4/S,TRAPPIST-1e,0.4050632911392405,False,0.0,0.01950196358443413,0.018770977499689222,Ginia Morsentley,False,False
0031_01,False,F/9/P,TRAPPIST-1e,0.5949367088607594,False,0.014936832553919173,0.0,0.05092611776405751,Coobix Datie,False,True
0031_02,False,F/9/P,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,Cinets Datie,False,True
0031_03,False,F/9/P,TRAPPIST-1e,0.25316455696202533,False,0.015682809903064355,0.044180649767940026,0.0,Dontch Datie,False,True
0034_01,True,D/1/S,55 Cancri e,0.35443037974683544,False,0.0,0.0,0.0,Ziba Oingwhedly,True,False
0035_01,False,D/1/P,55 Cancri e,0.2911392405063291,False,0.054721853842395474,0.04244019992859693,0.0,Luse Butte,False,True
0036_01,False,F/8/S,55 Cancri e,0.18987341772151897,False,0.0,0.0008925383791503035,0.01661625160568516,Marina Leodger,False,False
0038_01,False,F/10/S,55 Cancri e,0.25316455696202533,False,0.03866824876108048,0.11629775080328454,0.0,Loise Wheelez,False,False
0039_01,True,G/1/P,55 Cancri e,0.37974683544303794,False,0.0,0.0,0.0,Jorgie Batthewitt,False,False
0041_01,True,G/2/P,TRAPPIST-1e,0.21518987341772153,False,0.0,0.0,0.0,Margia Moodsey,False,False
0043_01,False,B/3/P,TRAPPIST-1e,0.569620253164557,False,0.0,0.1120581935023206,0.03542866614179754,Ankalik Cylistrand,True,False
0044_01,True,G/3/P,TRAPPIST-1e,0.6962025316455696,False,0.0,0.0,0.0,Jodye Coopelandez,False,False
0044_02,True,G/3/P,55 Cancri e,0.05063291139240506,False,0.0,0.0,0.0,Kayne Coopelandez,False,False
0044_03,True,G/3/P,PSO J318.5-22,0.26582278481012656,False,0.0,0.0,0.0,Cassa Coopelandez,False,False
0045_01,False,F/10/P,TRAPPIST-1e,0.26582278481012656,False,0.06770433447337196,0.0,0.002651970331081921,Zelowl Chmad,False,True
0045_02,True,F/10/P,TRAPPIST-1e,0.24050632911392406,False,0.0,0.0,0.0,Mass Chmad,False,True
0050_01,False,E/1/S,55 Cancri e,0.4430379746835443,False,0.05514064354016891,0.013885165026255942,0.0,Sony Lancis,False,False
0051_01,False,E/2/S,TRAPPIST-1e,0.7088607594936709,False,0.0,0.061540521242413423,0.005262503625740687,Vivia Johnshines,False,False
0052_01,False,G/6/S,TRAPPIST-1e,0.3649105122463968,False,0.0002791931318489565,0.20898786147804357,0.0,Elaney Hubbarton,False,False
0053_01,False,F/11/S,TRAPPIST-1e,0.31645569620253167,False,0.0,0.0,4.1437036423155016e-05,Elson Hickerson,False,False
0056_01,False,A/1/S,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,Okulas Tractive,True,False
0056_02,True,A/1/S,TRAPPIST-1e,0.4810126582278481,False,0.0,0.0,0.0,Instab Tractive,True,False
0056_03,False,A/1/S,TRAPPIST-1e,0.34177215189873417,False,0.019473720946464716,0.01276329882184934,0.00012431110926946505,Zinoces Tractive,True,False
0058_01,True,G/7/S,PSO J318.5-22,0.45569620253164556,False,0.0,0.0,0.0,Warry Ayalazquez,False,False
0061_01,False,F/12/S,TRAPPIST-1e,0.27848101265822783,False,0.003140922733300761,0.0614512674044984,4.1437036423155016e-05,Shanya Salez,False,False
0062_01,False,F/13/S,TRAPPIST-1e,0.7848101265822784,False,0.0,0.000758657622277758,0.0010359259105788754,Sterry Greeves,False,False
0064_01,True,F/14/S,TRAPPIST-1e,0.18987341772151897,False,0.0,0.0,0.0,Alraium Disivering,False,True
0064_02,True,E/3/S,TRAPPIST-1e,0.4177215189873418,False,0.0,0.0,0.0,Colatz Keen,False,False
0066_01,False,G/6/P,TRAPPIST-1e,0.7848101265822784,False,6.979828296223913e-05,0.0,0.019061036754651307,Diandy Pecketton,False,False
0067_01,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,Ninaha Leeves,False,False
0067_02,False,G/10/S,TRAPPIST-1e,0.22784810126582278,False,6.979828296223913e-05,0.0,0.0,Celine Leeves,False,False
0067_03,False,F/15/S,55 Cancri e,0.26582278481012656,False,0.13582745864451734,0.0,0.0009944888741557204,Velyne Leeves,False,False
0068_01,False,E/4/S,TRAPPIST-1e,0.3649105122463968,False,0.055350038389055625,0.01129061049625134,0.0,Cinst Binie,False,True
0069_01,False,F/16/S,TRAPPIST-1e,0.5316455696202531,False,0.06191107698750611,0.00026776151374509105,0.0,Alraium Disivering,False,False
0070_01,False,F/13/P,TRAPPIST-1e,0.24050632911392406,False,0.013261673762825435,4.4626918957515175e-05,0.03008328844321054,Meremy Brighttt,False,False
0071_01,False,F/14/P,TRAPPIST-1e,0.21518987341772153,False,0.001116772527395826,0.0,0.002154725894004061,Nelly Dillines,False,False
0072_01,False,F/17/S,TRAPPIST-1e,0.17721518987341772,False,0.0,0.0,0.04404756971781378,Thell Brantuarez,False,False
0073_01,False,D/3/P,PSO J318.5-22,0.46835443037974683,False,0.0032107210162629998,0.0,0.0004972444370778602,Gorn Make,False,True
0074_01,False,C/3/S,TRAPPIST-1e,0.5316455696202531,False,6.979828296223913e-05,0.0,0.020967140430116438,Aldibah Mostedry,True,False
0076_01,False,F/18/S,TRAPPIST-1e,0.34177215189873417,False,0.010260347595449151,0.0,0.0,Conk Dal,False,True
0077_01,False,F/15/P,TRAPPIST-1e,0.35443037974683544,False,0.0009771759614713477,0.0,0.0,Pon Blité,False,True
0078_01,False,C/4/S,TRAPPIST-1e,0.4810126582278481,False,0.0,0.014325240985362371,0.4000331496291385,Spuri Pokerheed,True,False
0081_01,True,G/13/S,TRAPPIST-1e,0.16455696202531644,False,0.0,0.0,0.0,Dellie Vinozarks,False,False
0082_01,False,F/16/P,TRAPPIST-1e,0.5316455696202531,False,0.516926083618343,0.0,0.0,Totse Datte,False,True
0082_02,True,F/16/P,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,Eaturs Datte,False,True
0082_03,False,F/16/P,TRAPPIST-1e,0.10126582278481013,False,0.0,0.0,0.0,Alraium Disivering,False,True
0084_01,False,G/14/S,TRAPPIST-1e,0.3037974683544304,False,0.04802121867802052,0.0,0.0007044296191936353,Coren Coopezmaney,False,False
0085_01,True,C/5/S,TRAPPIST-1e,0.5063291139240507,False,0.0,0.0,0.0,Furudah Ellcefulve,True,False
0086_01,False,F/17/P,TRAPPIST-1e,0.5443037974683544,False,0.014727437705032456,0.028471974294894682,0.021257199685078523,Jodye Kinson,False,False
0088_01,True,E/5/S,PSO J318.5-22,0.569620253164557,False,0.0,0.0,0.0,Stmeal Sacre,False,True
0090_01,True,G/15/S,TRAPPIST-1e,0.4430379746835443,False,0.0,0.0,0.0,Heremy Santry,False,False
0091_01,True,G/16/S,TRAPPIST-1e,0.3291139240506329,False,0.015682809903064355,0.0,0.0,Deanne Yorkland,False,False
0091_02,False,F/20/S,TRAPPIST-1e,0.34177215189873417,False,6.979828296223913e-05,0.008389860764012854,0.0,Tinez Yorkland,False,False
0092_01,False,G/9/P,TRAPPIST-1e,0.24050632911392406,False,0.0,4.4626918957515175e-05,0.0014088592383872706,Gracy Dunnisey,False,False
0092_02,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,Stald Hewson,False,False
0092_03,True,G/9/P,TRAPPIST-1e,0.0379746835443038,False,0.0,0.0,0.0,Tiney Hewson,False,False
0097_01,False,A/2/S,TRAPPIST-1e,0.6835443037974683,False,0.0,0.00013388075687254553,0.026395392201549746,Alchium Fictful,True,False
0098_01,False,G/11/P,TRAPPIST-1e,0.3291139240506329,False,0.0,0.0014280614066404856,0.0,Doria Carezquez,False,False
0098_02,False,G/11/P,TRAPPIST-1e,0.3291139240506329,False,0.0,0.0,0.0036050221688144865,Leence Carezquez,False,False
0099_01,False,F/19/P,PSO J318.5-22,0.2911392405063291,False,0.02170726600125637,0.0016511960014280614,0.0,Aliey Leetersoney,False,False
0099_02,False,G/12/P,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,Thewis Connelson,False,False
0101_01,True,G/734/S,TRAPPIST-1e,0.3924050632911392,False,0.0,0.0,0.0,Book Trad,False,True
0102_01,False,F/23/S,TRAPPIST-1e,0.22784810126582278,False,0.0,0.037040342734737594,0.0037707703145071062,Ritany Holson,False,False
0103_01,False,F/24/S,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.0007044296191936353,Arlen Mclainez,False,False
0103_02,True,G/18/S,55 Cancri e,0.11392405063291139,False,0.0,0.0,0.0,Shaele Mclainez,False,False
0103_03,True,G/18/S,TRAPPIST-1e,0.0759493670886076,False,0.0,0.0,0.0,Fanne Mclainez,False,False
0105_01,False,F/21/P,TRAPPIST-1e,0.34177215189873417,False,0.0,8.925383791503035e-05,0.005428251771433307,Carry Cleachrand,False,False
0107_01,False,D/2/S,TRAPPIST-1e,0.26582278481012656,False,0.1216584072031828,0.0,0.0,Coobix Hart,False,True
0108_01,True,G/19/S,TRAPPIST-1e,0.2911392405063291,False,0.0,0.0,0.0,Natald Handertiz,False,False
0108_02,False,G/19/S,TRAPPIST-1e,0.3924050632911392,False,0.03922663502477839,0.0,0.0,Alraium Disivering,False,False
0108_03,False,G/19/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,Oline Handertiz,False,False
0110_01,False,G/734/S,TRAPPIST-1e,0.4050632911392405,False,0.0,0.1753391645840771,0.03165789582729043,Graviph Aloubtled,True,False
0110_02,False,B/5/P,TRAPPIST-1e,0.5063291139240507,False,0.0,0.0,0.06990428044586251,Aldeba Bootious,True,False
0110_03,False,B/5/P,TRAPPIST-1e,0.5316455696202531,False,0.15418440706358624,0.08336308461263835,0.018439481208303982,Alaratz Aloubtled,True,False
0110_04,True,B/5/P,TRAPPIST-1e,0.35443037974683544,False,0.0,0.0,0.0,Izark Aloubtled,True,False
0111_01,True,E/6/S,TRAPPIST-1e,0.3670886075949367,False,0.0,0.0,0.0,Aldera Supred,True,False
0112_01,False,B/1/S,55 Cancri e,0.6075949367088608,True,0.0,0.000758657622277758,0.0005386814735010153,Moth Cowtale,True,False
0113_01,False,F/23/P,TRAPPIST-1e,0.810126582278481,False,0.0,0.0,0.0,Idary Carvis,False,False
0114_01,False,G/20/S,TRAPPIST-1e,0.34177215189873417,False,0.005723459202903608,0.010621206711888612,4.1437036423155016e-05,Maura Beckerson,False,False
0115_01,False,F/24/P,TRAPPIST-1e,0.3291139240506329,False,0.0,0.0,0.012632279090839752,Rohs Pead,False,True
0116_01,False,D/4/P,TRAPPIST-1e,0.4177215189873418,False,6.979828296223913e-05,0.0005355230274901821,0.016740562714954627,Alhenah Suptive,True,False
0119_01,False,A/0/P,TRAPPIST-1e,0.49367088607594933,False,0.0,0.002900749732238486,0.2858326772469233,Batan Coning,False,False
0119_02,True,A/0/P,TRAPPIST-1e,0.16455696202531644,False,0.0,0.0,0.0,Kleeiak Coning,True,False
0120_01,True,F/25/P,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.012632279090839752,Bees Sacre,False,True
0122_01,False,G/21/S,TRAPPIST-1e,0.3670886075949367,False,0.0,0.03119421635130311,0.003066340695313471,Shelle Hayder,False,False
0123_01,False,F/27/P,TRAPPIST-1e,0.22784810126582278,False,0.003838905562923152,0.0,4.1437036423155016e-05,Iree Fielson,False,False
0126_01,True,F/27/S,TRAPPIST-1e,0.8481012658227848,False,0.0,0.0,0.0,Milly Mish,False,True
0127_01,False,E/7/S,TRAPPIST-1e,0.4430379746835443,False,0.04892859635652963,0.0,0.0010359259105788754,Miloss Mesty,False,True
0128_01,False,D/3/S,TRAPPIST-1e,0.7721518987341772,True,0.16423535981014867,0.014102106390574796,8.287407284631003e-05,Grohs Fles,False,True
0128_02,False,E/8/S,TRAPPIST-1e,0.569620253164557,False,0.1467857890695889,0.0,0.0,Barave Fles,False,True
0129_01,True,G/22/S,PSO J318.5-22,0.27848101265822783,False,0.0,0.0,0.0,Race Fowles,False,False
0133_01,True,F/29/S,TRAPPIST-1e,0.24050632911392406,False,0.0,0.0,0.0,Flynx Blie,False,True
0133_02,False,D/5/S,TRAPPIST-1e,0.45569620253164556,False,0.19110769875061073,0.0,0.0,Egrasp Blie,False,True
0134_01,False,G/17/P,TRAPPIST-1e,0.24050632911392406,False,0.0,0.0,0.0,Camina Harmontry,False,False
0136_01,False,G/23/S,PSO J318.5-22,0.5949367088607594,False,0.006770433447337195,0.0011156729739378794,0.002279037003273526,Alraium Disivering,False,False
0138_01,True,G/18/P,TRAPPIST-1e,0.16455696202531644,False,0.0,0.0,0.0,Fayene Gambs,False,False
0138_02,False,E/5/P,TRAPPIST-1e,0.43037974683544306,False,0.0,0.02516958229203856,0.008577466539593088,Monah Gambs,False,False
0139_01,True,C/6/S,55 Cancri e,0.4430379746835443,False,0.0,0.0,0.0,Charda Myling,True,False
0140_01,True,G/19/P,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.0,Evaley Mejiaddox,False,False
0140_02,False,F/29/P,TRAPPIST-1e,0.3291139240506329,False,0.030711244503385218,0.0,0.019143910827497616,Verney Whitakers,False,False
0141_01,False,F/30/P,TRAPPIST-1e,0.3924050632911392,False,0.015682809903064355,0.0,0.0,Pyrohs Harte,False,True
0144_01,False,F/31/S,TRAPPIST-1e,0.25316455696202533,False,0.0,0.0,0.0,Guadae Dayers,False,False
0146_01,False,G/25/S,TRAPPIST-1e,0.7088607594936709,False,0.0,0.0,0.0,Verly Wolferguson,False,False
0147_01,True,G/26/S,TRAPPIST-1e,0.6329113924050633,False,0.0,0.0,0.0,Samie Hubbarrison,False,False
0148_01,False,F/31/P,TRAPPIST-1e,0.5316455696202531,False,0.07482375933552035,0.0,0.003149214768159781,Corsh Pashe,False,True
0149_01,True,G/27/S,55 Cancri e,0.3649105122463968,False,0.0,0.0,0.0,Billya Hubbarrison,False,False
0151_01,True,G/20/P,55 Cancri e,0.4810126582278481,False,0.0,0.0,0.0,Shanie Simson,False,False
0152_01,False,F/32/P,TRAPPIST-1e,0.5189873417721519,False,0.0,0.0,0.025152281108855094,Andan Estron,False,False
0160_01,False,G/22/P,TRAPPIST-1e,0.27848101265822783,False,0.28749912752146295,0.0,0.002527659221812456,Gory Atkinney,False,False
0163_01,True,B/8/P,TRAPPIST-1e,0.3291139240506329,False,0.0,0.0,0.0,Kabiton Hetforhaft,True,False
0163_02,True,B/8/P,TRAPPIST-1e,0.21518987341772153,False,0.0,0.0,0.0,Scharab Hetforhaft,True,False
0164_01,False,G/28/S,TRAPPIST-1e,0.7215189873417721,False,0.0034899141481119565,0.013885165026255942,0.005593999917125927,Fany Hutchinton,False,False
0164_02,True,G/28/S,PSO J318.5-22,0.21518987341772153,False,0.0,0.0,0.0,Ianya Hutchinton,False,False
0165_01,True,F/37/P,TRAPPIST-1e,0.4430379746835443,False,0.0,0.0,0.0,Graven Anche,False,True
0167_01,True,F/35/S,TRAPPIST-1e,0.16455696202531644,False,0.0,0.0,0.0,Miten Floaf,False,True
0167_02,False,F/35/S,TRAPPIST-1e,0.34177215189873417,False,0.09527465624345641,0.0009817922170653338,0.005676873989972237,Rios Floaf,False,True
0169_01,True,G/23/P,TRAPPIST-1e,0.3924050632911392,False,0.0,0.0,0.0,Wandy Fisherry,False,False
0170_01,False,E/10/S,TRAPPIST-1e,0.3037974683544304,False,0.0,0.009862549089610853,0.023494799651928893,Mollie Mcmahoney,False,False
0171_01,True,G/30/S,PSO J318.5-22,0.24050632911392406,False,0.0,0.0,0.0,Coracy Gordanieves,False,False
0172_01,True,G/24/P,TRAPPIST-1e,0.4050632911392405,False,0.0,0.0,0.0,Hanna Johnshines,False,False
0173_01,False,E/11/S,TRAPPIST-1e,0.7341772151898734,False,0.0,0.00022313459478757588,0.0,Hilip Grifford,False,False
0174_01,False,F/38/P,55 Cancri e,0.26582278481012656,False,0.02003210721016263,0.005132095680114245,0.0072514813740521275,Doryn Lambles,False,False
0177_01,False,B/2/S,TRAPPIST-1e,0.4810126582278481,False,0.0,0.6680649767940021,0.08747358388928024,Toperon Iniouser,True,False
0178_01,False,D/6/S,TRAPPIST-1e,0.4810126582278481,False,0.2382913380330844,0.0012495537308104248,0.004931007334355447,Wees Knik,False,True
0179_01,False,G/26/P,TRAPPIST-1e,0.24050632911392406,False,6.979828296223913e-05,8.925383791503035e-05,0.0004558074006547052,Elaney Webstephrey,False,False
0179_02,False,G/26/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,Raque Webstephrey,False,False
0179_03,False,G/26/P,TRAPPIST-1e,0.0379746835443038,False,0.0,0.0,0.0,Sallyl Webstephrey,False,False
0181_01,False,G/27/P,TRAPPIST-1e,0.25316455696202533,False,0.0,0.013343448768297038,0.0038122073509302616,Nancis Brighttt,False,False
0182_01,True,C/3/P,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.0,Ksorab Disight,True,False
0183_01,False,F/36/S,TRAPPIST-1e,0.46835443037974683,False,0.0011865708103580652,0.0,0.009613392450171964,Stany Weaves,False,False
0186_01,False,G/28/P,TRAPPIST-1e,0.31645569620253167,False,0.004327493543658826,0.0,0.039613806820536196,Camiet Shephendry,False,False
0188_01,True,G/31/S,TRAPPIST-1e,0.7088607594936709,False,0.0,0.0,0.0,Branda Romez,False,False
0189_01,False,E/8/P,55 Cancri e,0.620253164556962,False,0.005863055768828087,0.009014637629418065,0.004060829569469192,Helly Booters,False,False
0190_01,True,G/32/S,55 Cancri e,0.13924050632911392,False,0.0,0.0,0.0,Alraium Disivering,False,False
0192_01,True,G/29/P,TRAPPIST-1e,0.012658227848101266,False,0.0,0.0,0.0,Tance Adavisons,False,False
0192_02,False,G/29/P,TRAPPIST-1e,0.10126582278481013,False,0.0,0.0,0.0,Robyny Adavisons,False,False
0192_03,False,G/29/P,TRAPPIST-1e,0.49367088607594933,False,0.0,0.04007497322384863,0.0,Lilace Adavisons,False,False
0193_01,True,F/41/P,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,Sps Raf,False,True
0193_02,False,F/41/P,TRAPPIST-1e,0.2911392405063291,False,0.015682809903064355,0.047840057122456266,0.0,Frook Raf,False,True
0193_03,False,F/41/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,Goles Raf,False,True
0195_01,False,F/42/P,TRAPPIST-1e,0.49367088607594933,False,0.028338102882669088,0.0,0.0,Bar Floaf,False,True
0196_01,False,D/5/P,PSO J318.5-22,0.31645569620253167,False,0.07342779367627557,0.0,0.0002900592549620851,Caper Emead,False,True
0197_01,False,C/5/P,TRAPPIST-1e,0.45569620253164556,False,0.0,0.03547840057122456,0.023826295943314132,Astrak Dissper,True,False
0198_01,False,G/30/P,PSO J318.5-22,0.6582278481012658,False,0.0,0.0,0.0,Jeroy Cookson,False,False
0199_01,True,G/33/S,TRAPPIST-1e,0.22784810126582278,False,0.0,0.0,0.0,Regana Morrows,False,False
0200_01,True,G/31/P,TRAPPIST-1e,0.18987341772151897,False,0.0,0.0,0.0,Elia Colomonson,False,False
0201_01,True,B/3/S,TRAPPIST-1e,0.4430379746835443,False,0.0,0.0,0.0,Kaffias Bacistion,True,False
0201_02,True,B/3/S,TRAPPIST-1e,0.5949367088607594,False,0.0,0.0,0.0,Edaruma Bacistion,True,False
0202_01,True,B/9/P,55 Cancri e,0.569620253164557,False,0.0,0.0,0.0,Pomera Embleng,True,False
0202_02,False,A/2/P,55 Cancri e,0.3649105122463968,False,0.0,0.03918243484469833,0.018356607135457673,Vegas Embleng,True,False
0203_01,True,C/8/S,TRAPPIST-1e,0.6455696202531646,False,0.0,0.0,0.0,Ancham Heateele,True,False
0205_01,False,G/34/S,TRAPPIST-1e,0.3670886075949367,False,0.0,0.0,0.029213110678324286,Carma Oneiles,False,False
0206_01,False,C/9/S,55 Cancri e,0.3649105122463968,False,0.00013959656592447826,0.05020528382720457,0.005055318443624912,Nuson Brugashed,True,False
0207_01,True,G/32/P,PSO J318.5-22,0.24050632911392406,False,0.0,0.0,0.0,Thony Mcfaddennon,False,False
0210_01,True,D/6/P,55 Cancri e,0.3037974683544304,False,0.0,0.0,0.0,Arraid Inicont,False,False
0211_01,False,F/44/P,TRAPPIST-1e,0.3670886075949367,False,0.06295805123193969,0.0,0.0,Pebuts Appie,False,True
0211_02,True,F/44/P,TRAPPIST-1e,0.13924050632911392,False,0.0,0.0,0.0,Corsh Appie,False,True
0211_03,False,F/44/P,TRAPPIST-1e,0.21518987341772153,False,0.05918894395197878,0.008122099250267762,0.0,Picers Date,False,True
0212_01,False,E/9/P,TRAPPIST-1e,0.16455696202531644,False,0.013401270328749913,0.002275972866833274,0.030621969916711556,Inen Workmans,False,False
0212_02,False,F/45/P,TRAPPIST-1e,0.4430379746835443,False,0.010260347595449151,0.00044626918957515175,0.01603613309576099,Shally Workmans,False,False
0213_01,False,F/46/P,TRAPPIST-1e,0.26582278481012656,False,0.02561596984714176,0.0,0.0060498073177806325,Carita Navages,False,False
0216_01,False,F/40/S,55 Cancri e,0.26582278481012656,False,0.0,0.0,0.07947623585961132,Searla Garnes,False,False
0217_01,False,F/47/P,TRAPPIST-1e,0.4810126582278481,False,0.10588399525371675,0.0012049268118529098,0.0,Prilly Shieldson,False,False
0219_01,True,G/36/P,TRAPPIST-1e,0.24050632911392406,False,0.0,0.0,0.0,Nica River,False,False
0220_01,True,G/37/P,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,Tyle Wilsoney,False,False
0220_02,False,G/37/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,Wena Wilsoney,False,False
0220_03,True,G/37/P,TRAPPIST-1e,0.16455696202531644,False,0.0,0.0,0.0,Branca Wilsoney,False,False
0220_04,False,E/10/P,TRAPPIST-1e,0.31645569620253167,False,0.008515390521393173,0.0,0.0,Dont Wilsoney,False,False
0220_05,False,F/48/P,TRAPPIST-1e,0.20253164556962025,False,0.0,0.0,0.045539303029047365,Velyne Wilsoney,False,False
0220_06,False,G/37/P,55 Cancri e,0.012658227848101266,False,0.0,0.0,0.0,Weney Wilsoney,False,False
0220_07,True,G/37/P,TRAPPIST-1e,0.18987341772151897,False,0.0,0.0,0.0,Guye Wilsoney,False,False
0221_01,False,E/13/S,55 Cancri e,0.26582278481012656,False,0.15613875898652893,0.0,0.0,Cowhex Blan,False,True
0221_02,False,E/13/S,TRAPPIST-1e,0.2911392405063291,False,0.08480491379912054,8.925383791503035e-05,0.0,Yogark Reke,False,True
0221_03,False,E/13/S,TRAPPIST-1e,0.4177215189873418,False,0.13492008096600824,4.4626918957515175e-05,0.0,Jacks Reke,False,True
0221_04,True,E/13/S,TRAPPIST-1e,0.26582278481012656,False,0.0,0.0,0.0,Eerch Reke,False,True
0221_05,False,E/13/S,TRAPPIST-1e,0.5189873417721519,False,0.08585188804355413,0.0019189575151731526,0.04239008826088758,Panbug Reke,False,True
0221_06,False,E/13/S,TRAPPIST-1e,0.20253164556962025,False,0.0638654289104488,0.010442699036058552,0.0,Gran Reke,False,True
0221_07,True,E/13/S,TRAPPIST-1e,0.5316455696202531,False,0.0,0.0,0.0,Rohs Reke,False,True
0222_01,False,F/41/S,TRAPPIST-1e,0.25316455696202533,False,0.09813638584490822,0.0004908961085326669,0.0,Gone Perte,False,True
0222_02,True,F/41/S,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.0,Colf Deva,False,True
